228627c4-3e0f-3192-92b7-a32d77414321;b3ab5f13-cc7b-40be-882c-936cc8697707;1;Chlorate;emissions to water/river;;Chlorate;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
23086362-150f-38a2-a82d-1151e3198cba;024e919d-91ee-47c7-9f0b-ebe851cc61fb;1;Chlorate;emissions to water/unspecified;;Chlorate;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fd664d19-e5ba-343c-986d-9cd5f82192df;2e3da68d-e404-4377-bce9-b35244980811;1;Chloridazon;emissions to soil/agricultural;;Chloridazon;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
81c31b5f-2f35-3ff0-bab1-1b2f8cdfb2d3;63e7b031-8549-11e0-9d78-0800200c9a66;1;Chloride;emissions to air/unspecified;;Chloride;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
632b921c-9264-35ec-96d2-28c2e8508dea;6ab08314-53e1-4c4b-963f-3c6e6970273d;1;Chloride;emissions to soil/agricultural;;Chloride;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3d6be0d9-c4d2-364b-b0f4-664dc8b97f1a;b1991748-2151-4b51-8cdb-a8b4203677dc;1;Chloride;emissions to soil/industrial;;Chloride;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
adeb72bc-f194-3196-a136-384f145a152a;6c97741f-8760-4a39-9e90-b534ca137a36;1;Chloride;emissions to soil/unspecified;;Chloride;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
39c52958-fadd-3324-8778-eed8bc0e2a89;85bec19f-c785-4364-8ef6-472b8e9dd90e;1;Chloride;emissions to water/groundwater;;Chloride;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
acc520b2-cac4-3755-ac11-355683df973a;ea70cc93-c68c-4228-8b8e-1b189b4c705c;1;Chloride;emissions to water/groundwater, long-term;;Chloride;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
828a092e-abc6-34a1-b06e-ebe6795450b9;294ad94c-c306-3405-85fc-2c813981af70;1;Chloride;emissions to water/lake;;Chloride;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c2c7a0e9-3e43-37ca-870c-fb3bfa307ae7;97818104-9cc2-4323-97d5-c896ce171f86;1;Chloride;emissions to water/ocean;;Chloride;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
31291948-4c40-3608-94f3-d8b391ede76c;ca347524-6865-416f-95b5-76e086b46fd7;1;Chloride;emissions to water/river;;Chloride;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c8b6048a-5a46-374d-b713-fb825bd57247;cd4d51de-472f-45d4-9a04-96f5468225f7;1;Chloride;emissions to water/river, long-term;;Chloride;Elementary flows/Emission to water/river, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
68db5ebd-71ed-30ca-b0c2-df037600d732;6d25e386-4ef9-4d40-85c6-e694f523a4da;1;Chloride;emissions to water/unspecified;;Chloride;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
72697f57-a94a-3ec8-b2bc-e049bc328b7c;af99a064-3ca7-43cd-9c72-cf20d245b0a8;1;Chlorimuron-ethyl;emissions to soil/agricultural;;Chlorimuron-ethyl;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
94c14ebe-be56-31e9-acb6-e43b3a5a76c3;6b9753b0-7284-4dd1-891b-01ba9f3fe5f7;1;Chlorinated solvents, unspecified;emissions to water/ocean;;Chlorinated solvents, unspecified;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
31bde5a9-e453-3633-8093-b439c2d610d9;436a22ce-a3de-4551-8d14-9a7eb081ed6d;1;Chlorinated solvents, unspecified;emissions to water/river;;Chlorinated solvents, unspecified;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
9c5377b5-df9c-341b-9906-69f8fad39020;247ac273-60fa-4e21-9408-793f75fa1d37;1;Chlorine;emissions to air/high. pop.;;Chlorine;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
068162bd-918a-3441-bdd8-1cfeec212025;c76ddd9e-fd9c-47c5-9b95-ad924146f0bb;1;Chlorine;emissions to air/low. pop.;;Chlorine;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
aa577682-3d93-3213-b3af-0bb48327cf32;5370addb-668e-4223-9a58-8ae947807c27;1;Chlorine;emissions to air/low. pop., long-term;;Chlorine;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
df979779-377f-3594-8a45-1032f3ad5a9f;39d1390a-ded6-41cb-a536-d47510bf2fbc;1;Chlorine;emissions to air/unspecified;;Chlorine;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b55f6609-0930-37e6-8a80-7734d3e47c27;61959a56-e6c3-4f90-951d-a64be86964d6;1;Chlorine;emissions to soil/industrial;;Chlorine;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
86b175b5-9eae-3e99-b340-241a6e3e0c25;42ac7dee-8152-4874-a742-c1c432792a3a;1;Chlorine;emissions to soil/unspecified;;Chlorine;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
6f4dcce9-1d98-3c94-b7f0-224c63b74820;d17f1c53-ff95-4005-9f1b-131ca9791cdb;1;Chlorine;emissions to water/groundwater;;Chlorine;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
095d4dad-8cd4-3d45-abee-53f98fa79d2b;5c713f70-cf9f-4854-bd25-28c6f1082868;1;Chlorine;emissions to water/river;;Chlorine;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e3180797-67b2-34a8-bffe-3d4f72b31fc9;e8641a14-fd07-4090-8daf-2cce2a557a81;1;Chlorine;emissions to water/unspecified;;Chlorine;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d6b74e5a-3659-31ae-b880-c7fd60960f8e;79744e20-ead1-4efe-8854-78145fd72aaf;1;Chlorine dioxide;emissions to air/unspecified;;Chlorine dioxide;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
60adeee5-68bc-37b7-b6a2-533a24db6151;f0fb5b72-294e-4d86-b433-883e5f6e97fd;1;Chlormequat;emissions to soil/agricultural;;Chlormequat;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
7a621103-a4c2-37a0-946b-0f5fa63916f1;ed38a7d2-ffa5-4c28-9aea-dd9df0d1898b;1;Chloroacetic acid;emissions to air/high. pop.;;Chloroacetic acid;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c385d4cb-bc76-3b26-bbeb-4c7f179b4cb1;cdcbbd53-293a-41ef-a3d4-c599a86d29e3;1;Chloroacetic acid;emissions to water/river;;Chloroacetic acid;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f9e38b56-915b-30d6-82db-9de712ba119e;165fe087-fe45-444f-92d7-9f00ecf10a3e;1;Chloroacetyl chloride;emissions to water/river;;Chloroacetyl chloride;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d686a51e-c056-33bf-8666-79354b82648d;4cadbc9f-0472-4bb9-a942-df5b90e37878;1;Chloroform;emissions to air/high. pop.;;Chloroform;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
78e3f733-6f53-34b4-b074-dadc245cc764;fa9b9736-6de8-4bd6-ba22-1bd78c798373;1;Chloroform;emissions to air/low. pop.;;Chloroform;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
6c4de5ab-4363-3369-989d-dad579517d3b;fbf6ab3a-74e3-4cbe-b61d-959728bdce46;1;Chloroform;emissions to air/unspecified;;Chloroform;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8453c02b-2945-3d49-a616-acc30276e5f0;5ce5a503-6244-4272-b306-0e67b73fcac3;1;Chloroform;emissions to water/river;;Chloroform;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f34180f4-acc6-39c3-99e5-bf681aed9ff0;3d5051b0-08d6-40ef-8d0c-de90edb39c39;1;Chloroform;emissions to water/unspecified;;Chloroform;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
145504cf-92c3-315f-a6f4-9ee375b26fae;0131a35d-1d37-46ee-aed2-5ca12ac07ad4;1;Chlorosilane, trimethyl-;emissions to air/high. pop.;;Trimethylchlorosilane;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ef42e0bc-b19b-335d-a8b3-1fde914bece4;b66104c3-8096-4c8d-abbc-cae04770d8d1;1;Chlorosilane, trimethyl-;emissions to air/low. pop., long-term;;Trimethylchlorosilane;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
662105c8-d8c9-3086-8789-cb6fa62423a2;fa442f6a-4fc6-4c57-942b-c84c6c41c8b4;1;Chlorosilane, trimethyl-;emissions to air/unspecified;;Trimethylchlorosilane;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
700d84b9-2b46-33ec-8f8b-4ce3e92941a1;d46ae140-6502-4335-ab1c-9d6eab19ce78;1;Chlorosulfonic acid;emissions to air/high. pop.;;Chlorosulfonic acid;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b2c15c7e-4d3c-3d50-9d71-b773ff1b5d34;c7d6ba99-2de5-4a3d-9a9d-f3303c2d9a5b;1;Chlorosulfonic acid;emissions to water/river;;Chlorosulfonic acid;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8745ff1b-d3dc-377b-9122-c04808933047;06b8a67f-5044-4060-be71-04e1dfc31e24;1;Chlorothalonil;emissions to soil/agricultural;;Chlorothalonil;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
87bec94c-ed0c-38e0-8005-f6a1c5027a9a;736923cd-6eb7-4896-98f8-46951d56da97;1;Chlorpyrifos;emissions to soil/agricultural;;Chlorpyrifos;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
98a886ef-1f70-3585-a92b-51dc3f3ad890;e8bc4c9e-c34f-4983-aea0-2433f3397a3a;1;Chlortoluron;emissions to soil/agricultural;;Chlorotoluron;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
1f42e935-b32c-38d5-8694-70594cfa5096;4dbacf72-5a37-407e-9f02-1e618e58075a;1;Chlorsulfuron;emissions to soil/agricultural;;Chlorsulfuron;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f955efb5-3329-3ae3-a64a-e2966d3e3986;2b3cf153-0dd6-4b79-b0d4-b4df832f3a7e;1;Chlorpyrifos methyl;emissions to soil/agricultural;;Chlorpyrifos methyl;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a8971773-5043-35ab-9fec-4b9346ef14d3;69b50a29-addb-455f-823d-ed2ed68e8bb5;1;Choline chloride;emissions to soil/agricultural;;Choline chloride;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
047c802e-9e63-34f2-96e9-3b2f7b0985fc;a60e0354-94a4-4377-8ded-21f5db15f753;1;Chromium;emissions to air/high. pop.;;Chromium III;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
45f2ab32-e825-3e55-bca3-7fcf33ca1f01;017c1ca1-8e93-3c85-b743-c8676bfd305a;1;Chromium;emissions to air/low. pop.;;Chromium III;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
79be44d0-770b-3add-bd3c-74cd2583da36;e6849199-0b26-30c5-a172-d9ed0dcdc6d8;1;Chromium;emissions to air/stratosphere + troposphere;;Chromium III;Elementary flows/Emission to air/lower stratosphere + upper troposphere;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
09533841-9232-306d-996b-aa29b3efe771;08a91e70-3ddc-11dd-9f7b-0050c2490048;1;Chromium;emissions to air/unspecified;;Chromium III;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
812a34c7-3c0c-3fec-b304-db4ea53a9e86;08a91e70-3ddc-11dd-9f7b-0050c2490048;1;Chromium III;emissions to air/unspecified;;Chromium III;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e460f70b-2435-35d3-bc65-0f22bab2a626;08a91e70-3ddc-11dd-9f79-0050c2490048;1;Chromium;emissions to soil/agricultural;;Chromium III;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ca555d50-727c-347c-bb7c-2229b909db72;08a91e70-3ddc-11dd-9f79-0050c2490048;1;Chromium III;emissions to soil/agricultural;;Chromium III;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
74b6bede-3761-3c65-873f-95f0acaa6c16;9c2b7226-37a8-4958-bb1b-d7a062d9e509;1;Chromium;emissions to soil/industrial;;Chromium III;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
28959d47-4aa0-334a-bfde-dfe61f3e84e1;9c2b7226-37a8-4958-bb1b-d7a062d9e509;1;Chromium III;emissions to soil/industrial;;Chromium III;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
569c0af7-3bc0-39dd-865e-f4411211d612;e0336c9b-a0ff-4ae3-b8bb-ca1e46bbbc11;1;Chromium;emissions to soil/unspecified;;Chromium III;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
517590d8-13cc-32d0-9869-8e36d759d5e4;7c84d9a4-a5bb-4fe5-95ad-b51a096a255a;1;Chromium;emissions to water/river;;Chromium III;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2ead52d0-48ae-301d-90d8-245dec472558;7c84d9a4-a5bb-4fe5-95ad-b51a096a255a;1;Chromium III;emissions to water/river;;Chromium III;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a803a01d-c949-3e1c-93e8-860d6e6349fa;e189e2d4-3d3f-4ada-b302-91611784311f;1;Chromium;resources/in ground;;Chromium;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8f6818f6-b487-3db8-8dee-2a861eab7847;1c87de06-e58f-4684-a54c-d29f1a251a87;1;Chromium;emissions to water/groundwater;;Chromium III;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e591484b-3743-3e38-9a40-c42761d37ed5;58bf9dfe-8bbb-4970-8a62-1fc90606d402;1;Chromium;emissions to water/lake;;Chromium III;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5ef92346-3ca8-323a-9620-94cfbb3785fd;d98f0ec0-bf19-4c90-a457-a8593dec497f;1;Chromium;emissions to water/ocean;;Chromium III;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c145f63f-dd89-39d9-bb38-92367c12786b;63e7b036-8549-11e0-9d78-0800200c9a66;1;Chromium;emissions to water/unspecified;;Chromium III;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
0cf484ec-278f-339e-97b7-530fa6180703;63e7b036-8549-11e0-9d78-0800200c9a66;1;Chromium III;emissions to water/unspecified;;Chromium III;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
307bd097-19f1-38ad-b83e-75fd6b7b5b6c;7a59e8d5-cd11-4ee7-b1ca-30979d2b0b3a;1;Chromium VI;emissions to air/high. pop.;;Chromium VI;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
28d064bf-6a0d-3ffb-a52a-0bce38cb1b06;03b279a7-4626-4703-a451-d0650599dbd9;1;Chromium VI;emissions to air/low. pop.;;Chromium VI;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e055ffc7-7a26-3d24-8517-b66de8bb57b1;c2e854f9-fe22-4fe7-9083-cf6d0a8c7254;1;Chromium VI;emissions to air/low. pop., long-term;;Chromium VI;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c37fc696-5d22-3c39-a1dc-5a54c08b7c69;81e17d9a-3e0b-414e-9b2e-eca7e5b3bd4a;1;Chromium VI;emissions to air/unspecified;;Chromium VI;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5247b64f-08ee-33ba-b07d-d23bdaadffda;68ba2022-830e-45fb-8c85-b35e94754ae9;1;Chromium VI;emissions to soil/unspecified;;Chromium VI;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
bb568245-961e-3078-8b60-d55dd2e5f7a8;9bbae55a-35de-4eff-a219-814a9fec5ac2;1;Chromium VI;emissions to water/groundwater;;Chromium VI;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fbfd3779-6040-3610-bad3-cb858b51d9e9;ef475b50-9cd0-4e7c-9c59-07868fe16e91;1;Chromium VI;emissions to water/groundwater, long-term;;Chromium VI;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
76d43c30-70ea-324e-9756-437d445ae16e;81b3321a-c9d8-4104-a974-5460f1bc5029;1;Chromium VI;emissions to water/ocean;;Chromium VI;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d12206c6-1d69-3c24-81e3-479fbb7d64e3;caa6bc06-e7e6-4f08-acd3-2163db51e395;1;Chromium VI;emissions to water/river;;Chromium VI;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
33030e9a-179d-3273-b1b8-3c6d98db2e2a;a9ec0c9b-982a-4329-99ae-dab1f9fb62d3;1;Chromium VI;emissions to water/unspecified;;Chromium VI;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
bbd1850d-6e0a-36a5-8215-6a36d194f664;4bb0b90f-08cf-3dbb-806d-93a198d4a0a6;1;Chromium, resource correction;resources/in ground;;Chromium, resource correction;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fba6dad8-8aa3-373e-9ee0-45b24d20b312;caffa231-9312-46b9-bbdf-c2782d225ef0;1;Chromium-51;emissions to air/low. pop.;;Chromium-51;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
8a56fe78-82c2-37cb-9263-0b6caa363e11;089c048e-f098-452a-b0da-f3480d8725bd;1;Chromium-51;emissions to water/river;;Chromium-51;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
f6b10e16-2a8c-3ba9-9e4d-a74b8b520687;c492ac36-a5e1-446c-92c5-110a55654a80;1;Chrysene;emissions to air/unspecified;;Chrysene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
603cec69-0420-36ad-9e5a-73729d1f4aee;fe0acd60-3ddc-11dd-a7b9-0050c2490048;1;Chrysene;emissions to water/ocean;;Chrysene;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
192cb836-c64b-36b1-b6de-1b435c2d3f6a;680e7af3-30cb-4581-b650-b04fa1eb791a;1;Chrysene;emissions to water/river;;Chrysene;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b68db1c4-a5b6-3b4d-b0fc-3650581687e2;c5f5aeb8-7558-4a0c-9594-27621b9cfbc5;1;Chrysotile;resources/in ground;;Chrysotile;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
13e71472-0563-3252-83c4-bf0e367ba4f0;c0f2ec91-162c-4706-b08c-9aa212fbe176;1;Cinidon-ethyl;emissions to soil/agricultural;;Cinidon-ethyl;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
